feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63
-0.01664209,-0.1650414,-0.042279363,-0.12037711,-0.030821556,0.08699884,0.10298994,-0.16345064,0.11319356,-0.065327875,0.006210843,-0.049945924,0.008131086,0.018759515,-0.05894767,0.0153667545,-0.053903524,-0.12836106,-0.08049338,-0.044698354,0.013556486,0.15620118,-0.027651599,0.046152797,0.025001086,0.062736854,-0.0800772,0.028715143,0.17029357,-0.036887623,0.035042234,-0.027591484,-0.03936018,-0.06476678,0.058718093,-0.14867327,0.056391284,0.0029332687,-0.05984561,0.052800845,-0.01168317,0.076713346,0.09009431,0.15495762,0.0377071,-0.004279899,0.006762893,-0.06998819,-0.08123307,0.046435874,-0.012400021,0.009561326,0.068804085,-0.040591303,0.0001818564,-0.025824426,-0.05631505,-0.00032047406,0.05754705,0.08789591,0.0054926355,-0.004100733,0.038656678,-0.005126332
-0.02226715,-0.20051049,-0.027842926,-0.1049372,0.026106263,-0.0010591457,-0.16133417,-0.07739251,0.12037511,-0.0160709,0.034394886,0.13540378,-0.09666135,-0.053016506,-0.050223004,0.06901989,-0.14928578,-0.24864279,-0.015537929,0.021783518,-0.0038654362,0.14722492,-0.074290685,-0.017910644,0.10381876,0.071497075,-0.010759111,0.07677428,0.18255635,-0.056462865,-0.10823692,-0.0783916,-0.040733844,0.051108748,0.17011243,-0.14641443,-0.026652383,-0.11251664,-0.19120757,0.115128875,0.10982406,0.047919627,-0.0535241,0.10755522,-0.05056217,-0.08376159,-0.01396561,0.024088085,-0.24083222,-0.05988866,-0.0346277,0.12776168,0.10669236,-0.111131005,-0.053635515,0.16063377,-0.09434957,-0.07052193,0.13146399,0.17289029,0.03886178,-0.053129815,-0.032163255,0.071429595
0.009845434,-0.03853134,-0.12544282,-0.08603485,-0.11775204,-0.048450593,0.05547703,-0.060122807,0.11822963,0.034282435,-0.022558631,0.037401687,0.15624242,0.091312595,-0.107939474,-0.016915346,0.0045588743,0.058578763,-0.01930575,0.03187773,-0.10566494,0.04009472,0.0016905151,-0.029070793,0.038237896,0.032870512,-0.057191554,-0.044598687,-0.17116961,-0.04839154,0.15952007,-0.15612541,-0.10344482,-0.0063980967,0.030185945,0.111817345,-0.031350125,0.2005315,-0.052083533,-0.09299624,0.08779309,-0.008537989,0.14559689,0.098055705,0.044949926,-0.08153303,0.049516134,-0.07756602,-0.12895845,-0.13001886,0.07533261,0.1615756,-0.092944026,0.010100328,0.0850004,-0.11589213,0.10561062,-0.18770519,-0.0018603416,-0.0541797,0.13359897,-0.10396416,0.027122868,0.09860758
-0.049079753,-0.07716359,-0.037877336,-0.067315675,0.004801884,0.06912834,-0.07671626,-0.079629056,-0.05276775,0.0147958575,-0.04650415,0.19247922,0.043833975,-0.034537096,0.05263194,0.10818046,-0.16905981,-0.1572502,0.044787057,-0.0018184307,0.046625003,0.03172846,-0.12016546,0.029502591,0.040420808,0.025000917,0.015892817,0.08190518,0.11262861,0.02896857,0.051153023,-0.17805046,-0.048134252,0.035325658,0.09314474,-0.12040394,0.087812714,-0.02779556,-0.1541585,-0.026454993,0.15124148,-0.04674941,0.115368746,0.0818417,-0.045342874,-0.08587816,-0.03229592,0.0017421675,-0.25012589,-0.1588782,-0.071986,0.055488724,0.008617891,-0.09608572,-0.032917783,0.06293556,-0.05078088,-0.05329419,0.06651208,0.16826816,0.08673056,0.05456987,-0.07029411,0.06357657
-0.02480498,0.16021824,-0.056724362,-0.12500276,-0.054190107,0.117493175,-0.044731095,-0.12582688,-0.08340129,0.123246364,-0.069579154,0.12556532,-0.018754207,0.097841844,-0.036874942,0.06398476,-0.08027238,-0.031842772,-0.03134206,0.00011315146,-0.0157213,0.05023215,-0.110599,-0.021514105,-0.050868794,-0.012707266,-0.046151698,-0.06371053,-0.081946865,0.01622663,0.07910122,-0.1681051,-0.0722838,-0.05317319,0.060329735,0.02952531,0.13166031,0.16062707,-0.042310685,-0.038620148,0.20611747,-0.11465721,0.14629237,0.16535312,-0.016688311,0.034742896,-0.13964085,-0.040548097,-0.19940783,-0.2822877,0.0045259167,0.06790306,-0.077566236,-0.07008316,-0.1353455,-0.11045802,-0.08306808,-0.09561689,-0.041995436,0.18757395,0.15563819,-0.06865654,0.07641504,0.13417579
0.08072776,0.03105173,0.022905193,0.045380786,-0.08176939,0.07832918,-0.07379218,0.092967235,-0.011294429,-0.033475965,-0.051499907,0.2975618,-0.1656771,-0.17609869,0.12311204,0.10949733,-0.18408407,-0.10659574,-0.02517254,0.2582051,-0.025071265,-0.08360874,0.07292853,-0.1611676,0.24599761,0.113487914,0.0900325,-0.027429203,0.1566301,-0.13340743,-0.18144177,-0.17828359,-0.0605527,0.13595192,0.23785666,-0.01726379,0.09000158,0.004963229,-0.20192029,0.06951421,0.12328185,0.146433,-0.04004094,0.06276906,-0.12882051,-0.09001102,-0.0117430305,-0.024718529,-0.10317542,-0.020790761,-0.14116961,0.03245178,0.17131458,0.062090065,0.045209292,0.11930817,-0.029195895,0.094791554,0.14814575,0.023378778,-0.17404664,0.0053069713,-0.17386244,-0.16189654
0.06746091,0.0097701615,-0.012652369,-0.016949527,-0.08996063,0.16468988,0.051319182,0.06616313,0.053523075,-0.04208912,-0.13442308,0.19327584,-0.10772618,-0.14853318,-0.05664715,0.16130313,-0.09809236,-0.11585242,-0.06512931,0.1076679,0.05828977,0.034652412,0.083488785,-0.015119713,0.0737404,-0.035850372,-0.040229034,-0.019374875,0.13066405,-0.03387152,-0.06194828,0.0009015286,-0.16712865,0.13245888,0.23762117,-0.0525704,0.08162225,-0.117132396,-0.0032151935,0.070851766,0.14864193,0.19006297,-0.056783497,0.12045307,0.019051963,0.1278492,-0.0025304656,0.009187122,-0.03444493,-0.033356853,-0.07286976,-0.004002038,0.21648385,0.034994144,0.12053592,0.15641531,0.11061265,0.08719527,0.20688544,0.0009597202,-0.106937274,-0.041185156,-0.060331624,-0.04195027
-0.20240356,-0.102690965,-0.045850884,-0.05587908,-0.018025588,0.18353394,0.061769567,-0.15707985,0.03447198,-0.04291656,0.09639199,-0.027253132,-0.03328242,0.050467458,-0.19393092,-0.019474398,0.056782074,-0.005640135,0.01739175,-0.17370299,-0.04562048,0.26214495,-0.043628,0.24864227,0.0010632933,-0.12017425,-0.122542545,-0.020984653,0.12293859,-0.007851476,0.025638962,0.024780072,-0.076388136,-0.0920153,0.061985936,-0.0032758375,-0.033592183,-0.0034483671,0.052067485,0.011556348,-0.042109624,-0.012962083,0.015416381,0.21864477,0.17261833,-0.04846555,-0.17635311,-0.07941187,0.0048430953,-0.03997916,0.0054109595,0.013639735,-0.0003181009,-0.041101027,-0.17293358,0.074025854,-0.031101972,0.0050293244,-0.05551325,0.1255889,0.031195587,-0.22265744,0.0989835,0.0795347
-0.028432306,-0.2246246,-0.05051347,-0.1498305,-0.010641631,-0.043908384,-0.16860417,-0.18570568,0.07991461,-0.11951448,0.05757279,0.11836056,0.013387914,-0.09498393,-0.12095228,0.017222458,-0.121307895,-0.34521317,0.003859513,0.019776568,-0.11438586,0.0841133,-0.015369355,-0.051771514,0.0066541485,-0.032847326,0.05416632,0.072207436,0.03361489,0.0050885393,-0.084607214,0.008044667,-0.11911817,0.061337452,0.15847531,-0.28135484,0.10089332,-0.04289778,-0.1507598,0.03593413,0.11185191,-0.0067806537,-0.10302712,0.25091556,0.06565904,-0.06038745,-0.03522248,-0.021988003,-0.23224485,0.07229663,0.13779856,0.06314081,-0.036065675,-0.085758135,-0.17372851,0.21489061,-0.07156561,0.0038663524,0.119278304,0.08007456,-0.04277481,0.06447702,-0.06915689,0.00021370042
-0.026773196,-0.042672887,0.0631822,0.021661177,-0.015581687,0.07005331,-0.13973987,0.020816568,-0.061185237,-0.0070614284,-0.06610261,0.0700834,-0.13814232,-0.11845259,-0.051427916,0.03325301,-0.101432875,-0.14596757,0.07844024,0.0062637334,-0.04077714,0.12121506,-0.041138504,0.045209676,0.051093962,-0.0071722707,0.009487187,-0.028107516,0.117998585,0.035611585,-0.021573214,-0.034134712,-0.052198213,0.100239135,0.008592608,-0.052943144,0.06964301,-0.1388009,-0.12302036,0.1473552,0.015624838,0.042950485,-0.09509682,0.086372964,0.04889568,-0.029207896,-0.0010653279,0.021165803,-0.043840718,-0.07254011,0.029436698,0.10709748,-0.032607637,-0.118698664,0.050416894,0.068444066,-0.062200136,0.08696541,0.0760837,0.21928272,-0.036079098,0.092633,0.039053623,0.045856707
0.018981855,0.016105171,0.13302413,0.051938847,-0.01972168,0.12019178,0.03633086,-0.09654961,-0.036051217,0.0840377,-0.021300277,0.2011838,0.02819123,-0.027876724,0.0273552,0.031565666,-0.0071541695,-0.28829008,0.05292932,0.0047520525,-0.05376009,0.0974128,-0.054602742,0.086955965,0.12209622,0.08009991,0.021724049,0.04928388,0.08240311,0.046587467,-0.16765773,-0.1434669,-0.09728263,0.09885144,0.11137064,-0.23589635,0.11030957,-0.08542941,-0.10788461,-0.0009880946,0.052493557,0.03731538,-0.00732997,-0.012742924,-0.070983544,0.02103454,-0.1499048,0.06334583,-0.24201766,0.010766105,0.066719644,-0.089670025,-0.0070240973,0.07770211,-0.12308519,0.05453638,-0.11740719,0.04776257,0.059534013,0.27851486,-0.01872226,0.12573025,-0.09228274,0.04110216
-0.007095293,-0.088533245,0.07872201,-0.04011189,-0.016582103,0.15620591,-0.016816359,-0.10652154,0.06982019,0.0438303,-0.04723459,0.1254829,0.023912434,-0.05218812,0.03921422,0.108527035,-0.17177467,-0.29358226,0.14639439,0.1108683,-0.0030137687,0.10592189,-0.092199504,0.04813025,0.049222577,0.14701025,-0.058512326,-0.027079271,0.12744844,-0.016377851,-0.12560713,-0.0002766013,-0.038060673,0.070874155,0.14366081,-0.09492959,0.018626347,-0.06774281,-0.16617362,0.11720207,0.028456597,0.08579941,-0.00931414,-0.008594035,0.043573927,-0.0034542251,-0.17846058,0.06526591,-0.19126569,0.001407703,0.05770097,0.03144498,0.041665137,-0.079703055,-0.05288623,0.13949549,0.056101456,0.10043237,0.004894703,0.14054133,-0.08471121,0.1072871,-0.063068055,-0.061260145
-0.05712205,-0.006433261,-0.07342538,-0.08275703,0.10513616,0.033609867,-0.082497954,-0.18902937,-0.0532852,-0.09401222,0.10089076,-0.0027942918,0.0010910352,0.002968718,-0.22895151,0.07683794,-0.11675334,-0.051358946,0.002681957,-0.11238944,-0.0731876,0.078153,-0.08077868,0.020205492,0.034400593,-0.02429794,0.05694083,-0.007608519,0.16089919,0.22622515,0.06250354,-0.005147069,-0.09497136,-0.00787844,0.029896861,-0.1672125,0.0576368,0.011158954,-0.03133938,0.068314545,0.004904618,-0.068161964,0.036052905,0.14785494,0.067441806,-0.013760379,-0.058934536,-0.102350034,-0.18469268,0.108908266,0.117518365,0.1528167,-0.05963479,-0.19106555,-0.051632393,0.00482942,-0.05529006,-0.09104282,-0.07446393,0.100826934,-0.0001622004,-0.014111448,0.03312709,0.008646156
-0.06992562,-0.053683165,0.1533878,-0.022030726,-0.012615128,0.2674118,-0.0020708602,-0.089786485,0.03048805,-0.1476432,-0.06342261,0.1465416,-0.053104155,-0.00387201,-0.08299681,0.060461577,-0.056008022,-0.07404577,0.03545567,0.03908854,0.0018447448,0.16799785,-0.13132875,0.14938407,-0.06112475,-0.028793506,-0.11587412,-0.050190244,0.102739505,0.100870065,0.045225397,0.035470903,-0.11439742,0.16522351,0.11800894,0.0051959096,0.049528092,-0.07173117,-0.041659903,0.044464678,0.12069338,-0.022333317,0.024776941,0.03615184,0.111329146,-0.039653122,-0.11759764,-0.09109769,-0.059126925,0.09515145,0.054411203,-0.054877847,-0.027367761,-0.14960535,0.03151883,0.0241002,0.04001088,0.11654446,-0.022318324,0.113123365,0.07219618,0.012074686,0.007253393,0.10438524
-0.04793205,-0.07981888,-0.07196377,0.082775846,-0.0665641,-0.08915402,0.047002476,-0.0807965,-0.013859011,-0.076025695,0.11418391,0.049988598,-0.04896351,-0.076069124,-0.019413585,0.005080133,-0.0022460495,-0.11822308,-0.08830005,0.00542973,-0.09696988,0.07837252,-0.15540458,-0.12075837,0.04228545,-0.022025865,0.04805117,0.03525006,-0.07141215,-0.017172452,0.114812784,-0.11191284,-0.021528319,0.06754664,-0.009569618,0.027767409,0.15624584,0.15972765,0.029096832,-0.087519564,0.051967386,-0.0011775153,0.020406041,-0.028461272,0.0129885785,-0.024945145,0.007336031,-0.07470163,0.03205352,-0.007996147,-0.07233921,0.14198889,-0.035587683,0.16846862,-0.004832413,-0.101781815,0.055414483,-0.05150439,-0.04640811,0.03636001,0.04919096,-0.026011074,0.017742159,-0.0068793334
-0.039194524,-0.09746218,-0.009519139,-0.051714655,-0.0144441025,0.015677858,-0.04306333,-0.1710242,0.025329817,-0.057987537,0.028587272,0.16906983,-0.09218246,-0.07216119,-0.04556631,-0.02720587,-0.106289305,-0.22135861,-0.012613743,-0.0057487977,-0.115648866,0.1204537,-0.15826443,-0.0046493234,0.0066232868,0.025639893,-0.0047496,-0.010698287,0.07181723,0.015969057,-0.007073488,-0.09352241,-0.11397518,0.051927894,0.11870998,-0.094160475,0.07917953,-0.068928644,-0.15756379,0.07633482,0.09372914,-0.020472376,0.009495114,0.15152007,0.14723296,-0.13618211,-0.10120296,-0.010660753,-0.15790059,-0.03385948,0.077163905,0.029887557,-0.0063113575,-0.022902172,-0.015963811,0.09044349,-0.03769541,-0.040894683,0.006838992,0.13787875,0.068498045,0.03681209,0.0059552146,0.040191222
-0.008138816,-0.06102317,-0.0029399593,-0.045103647,-0.023400107,-0.06150926,-0.14304976,-0.107904986,-0.008373989,-0.036731873,0.0642717,0.23221722,-0.15685931,-0.17260002,0.10826848,0.03421009,-0.17724057,-0.28881916,0.07663081,0.06408379,0.0052112984,0.14133494,-0.1679422,-0.023363475,0.16091974,0.1254942,0.13261484,0.111658804,0.17738536,-0.079599455,-0.16942194,-0.15609755,-0.11387498,0.012159373,0.25068057,-0.24379447,0.19708513,-0.053560905,-0.15545426,0.1646871,0.103409864,0.07101233,-0.12454066,0.012180322,0.09312346,0.042847432,-0.06931859,0.13002405,-0.052794408,-0.096830934,0.0680693,0.14325976,0.11844089,0.09253855,0.008434872,0.20783824,0.0074621625,0.046555743,0.12949643,0.22957847,-0.04989946,0.03222122,-0.18837324,-0.07958466
-0.05517255,-0.07398658,0.028518086,-0.1206095,0.00027923638,0.19273727,0.013183257,-0.0017573577,0.002990254,0.098306224,-0.043983206,0.09977968,0.044363633,-0.029448148,-0.087190345,0.02551296,-0.1286097,-0.17828058,0.15046448,0.03389436,-0.027611693,0.100255,-0.10734494,-0.007785289,-0.01949412,-0.064558074,-0.016200576,-0.1226375,0.19639692,0.18863457,-0.10303338,-0.027487554,-0.12680401,0.12938303,0.12450171,-0.0978241,-0.009862551,-0.16248439,-0.21396874,0.14745176,0.10938564,-0.019149061,-0.044565782,0.079621315,0.07309612,0.052440085,-0.13387331,0.119285665,-0.19401538,-0.11842518,0.18520261,0.0029083937,0.03241005,-0.13264482,0.034489922,0.05954439,-0.032579422,-0.031052636,0.034270413,0.20478325,-0.0248357,0.0889205,-0.066971175,-0.0065986835
0.01396166,-0.21503851,-0.035629045,-0.04725374,0.003377011,0.03220753,-0.24468103,-0.11301378,-0.038014833,-0.010073824,-0.007320192,0.16599055,-0.09330327,-0.06866948,0.012557202,-0.003268891,-0.07445617,-0.27529454,0.037315387,0.090460435,-0.0033918414,0.056190614,-0.14115107,-0.027016029,0.07393433,0.06990192,0.010564626,0.07728496,0.07311934,0.067946255,-0.15086602,-0.03992494,0.02102929,0.09597698,0.110276476,-0.08594575,0.14675862,0.04515126,-0.18494219,0.11752472,0.1974188,0.1290995,0.042336714,0.13782492,0.0068981876,-0.111383356,-0.060204472,0.016852666,-0.07870221,-0.014341392,0.14080618,0.13230652,0.012676135,-0.052190866,-0.0004072158,-0.035417724,-0.0033459838,0.08332716,0.11306059,0.24553284,-0.035186864,0.076860875,-0.08704505,-0.018469445
0.0062204925,-0.087595165,-0.10446573,-0.07498503,-0.062930316,-0.050597932,-0.06870404,-0.07577288,-0.037240412,0.08487523,0.015976701,-0.02582014,-0.06579784,-0.011097115,-0.15547913,0.022870205,-0.0038434041,-0.064149134,-0.010685546,-0.085083455,-0.08600943,0.07808102,-0.043040793,0.020648835,-0.039111823,0.031516105,-0.035501625,-0.088055775,0.0586946,0.12843676,0.022979163,-0.04814182,-0.11120605,-0.0058896174,0.02182957,-0.10479185,-0.020905105,-0.009482897,-0.14910771,0.02933018,0.021627396,0.03570287,0.07696702,0.10837034,0.09561576,-0.039958835,0.0054644025,0.01633619,-0.17691235,-0.055350497,0.05897893,0.054690957,-0.06528828,-0.13543963,-0.01604365,0.02247542,-0.046179183,0.012666014,-0.0015489022,0.10380925,0.042393327,-0.02641465,0.01897584,-0.03424243
0.061736725,-0.13534044,-0.048304938,-0.048076827,-0.048462667,0.24074359,0.11853095,-0.05238652,0.03652091,0.20310633,-0.10900742,-0.11783046,0.075254865,0.080847494,0.0027183355,-0.02362195,0.00496904,-0.06135329,0.04821309,-0.034114216,-0.07469369,0.11979356,0.08474799,0.118940875,-0.030318027,-0.08846799,-0.19430302,-0.2682113,-0.033962514,0.18385501,0.013227939,0.16133583,-0.035750277,0.07740845,-0.0038261334,-0.07550729,-0.087949775,-0.026263693,-0.0036961203,0.014519229,0.20359536,0.13928337,-0.016519517,0.23741396,0.086456075,-0.084318615,-0.07328815,-0.053016864,-0.13361542,0.0141456975,0.099378176,0.07780356,-0.05086603,-0.119374864,0.009787874,0.08329071,0.0018581833,-0.20533745,-0.022897553,0.14646743,-0.008933448,-0.07308566,-0.040504247,0.0011807414
